epoch,appId,stNum,sqNum
1763835060878744,1000,1,1845
1763835061881980,1000,1,1846
1763835062885527,1000,1,1847
1763835063889217,1000,1,1848
1763835064892860,1000,1,1849
1763835065896358,1000,1,1850
1763835066897334,1000,1,1851
1763835067901270,1000,1,1852
1763835068902243,1000,1,1853
1763835069905454,1000,1,1854
1763835070909251,1000,1,1855
1763835071912917,1000,1,1856
1763835072916203,1000,1,1857
1763835073920103,1000,1,1858
1763835074923690,1000,1,1859
1763835075927017,1000,1,1860
1763835076929684,1000,1,1861
1763835077933347,1000,1,1862
1763835078937024,1000,1,1863
1763835079940445,1000,1,1864
1763835080942900,1000,1,1865
1763835081946505,1000,1,1866
1763835082950083,1000,1,1867
1763835083953660,1000,1,1868
1763835084957179,1000,1,1869
1763835085960807,1000,1,1870
1763835086964333,1000,1,1871
1763835087967902,1000,1,1872
1763835088971152,1000,1,1873
1763835089974752,1000,1,1874
1763835090978320,1000,1,1875
1763835091981866,1000,1,1876
1763835092984751,1000,1,1877
1763835093988781,1000,1,1878
1763835094992391,1000,1,1879
1763835095995883,1000,1,1880
1763835096999361,1000,1,1881
1763835098002839,1000,1,1882
1763835099005976,1000,1,1883
1763835100009476,1000,1,1884
1763835101012825,1000,1,1885
1763835102016335,1000,1,1886
1763835103019938,1000,1,1887
1763835104023685,1000,1,1888
1763835105027255,1000,1,1889
1763835106030354,1000,1,1890
1763835107034387,1000,1,1891
1763835108037930,1000,1,1892
1763835109041397,1000,1,1893
1763835110044590,1000,1,1894
1763835111048706,1000,1,1895
1763835112051821,1000,1,1896
1763835113055680,1000,1,1897
1763835114058791,1000,1,1898
1763835115062825,1000,1,1899
1763835116066389,1000,1,1900
1763835117069796,1000,1,1901
1763835118072850,1000,1,1902
1763835119076508,1000,1,1903
1763835120080283,1000,1,1904
